PlayerID,firstName,lastName,height,weight,position,goals_scored,shot_accuracy
154,James,Frydendall,217.9,110,PF,58,54.7
155,Isaiah,Green,190.8,96.1,PG,36,36
156,Edward,Lashbrook,208.1,105.1,PF,71,67.6
157,Motique,Duren,190.8,96.6,PG,29,34.1
159,Kalib,Flakes,191.5,97.5,SG,49,45.8
160,Jeffrey,Pratt,218.5,109.8,C,49,55.7
161,Dequan,Torrence,198.6,99.6,SG,45,46.4
163,Julian,Benjamin,210.2,106.3,PF,54,45.8
165,Darrian,Nunally,190.8,95.8,PG,36,36.4
166,Nicholas,Moore,215.8,108,PF,58,58
167,David,Cooley,195,97.7,SF,39,44.3
170,Colton,Brenner,190.8,95.6,PG,35,36.5
174,Seth,Martinez,190.8,95.9,PG,37,46.2
176,Austin,Neuhalfen,219.9,109,C,52,52.5
177,Deshaun,Guyton,200.7,101.4,SF,29,37.2
178,Ilya,Will,190.8,95.6,PG,32,33
180,Robert,Rapp,194.4,96,SG,44,40.7
182,Zachary,Simpson,190.8,96.4,PG,39,45.9
183,Abraham,Tuti,190.8,94.9,PG,40,42.1
185,Jalan,Sanders,213.8,106.6,PF,62,57.4
187,Mutadi,Ausborne,195,97.5,SF,41,45.1
189,James,Riley,216,108.5,C,51,50
190,Blaine,Weaver,217.6,108.3,PF,53,58.9
192,Austin,Hofmeister,192.4,95.2,SG,49,46.2
195,Justin,Adams,198.4,101.6,SG,46,51.1
198,Andrew,Jackman,221,109.9,C,57,62
202,Christian,Jones,200.5,100.4,SG,52,46.8
204,Noah,Rackley,190.8,94.6,PG,38,39.6
208,Wesley,Sutherland,202.4,102.6,SF,35,39.3
209,Jermaine,Smith,221.7,113.2,C,63,56.8
210,Neal,Doty,190.8,96,PG,49,47.6
212,Daniel,Fitzsimmons,190.8,95.5,PG,44,47.3
213,Mark,Speights,200,100.8,SF,55,50
214,Jade,Slocum,201.9,100.9,SF,44,44.4
215,Evan,Whitt,201.1,100.2,SF,42,46.2
217,Jordon,Johnson III,200.2,99,SF,40,45.5
221,Harry,Robinson,199.8,100.1,SF,47,50.5
222,Wyatt,Zimecki,190.8,96.9,PG,43,43.4
225,Isaiah,Baltazar,190.8,92.6,PG,38,38.8
226,Cody,Abell,197.4,99.5,SG,49,45
228,William,Rosen,199.8,100.9,SG,44,43.1
229,Elijah,Ajibade,217,107.9,C,45,48.9
230,Trevor,Klaes,190.8,95.8,PG,32,33.3
232,Jacob,Estes,190.6,93.5,SG,54,51.9
233,Jalyn,Mcdonald,199.4,98.3,SG,48,50.5
236,Blake,Madden,199.3,99.3,SF,45,42.9
237,Dejuan,Hatcher,201.9,101.2,SG,44,48.4
238,Shea,Brumaghin,190.8,96.3,PG,41,36.9
242,Sabastian,Bell,209.5,103.8,PF,63,62.4
243,Aaron,Williams,222.6,108.5,C,61,62.9
246,Daniel,Lockwood,217.9,110.3,C,52,49.5
247,Austin,Adams,190.8,96.2,PG,48,42.9
248,Jeremy,Melli,190.8,94.6,PG,33,37.5
250,Ryan,Gatson,209.7,104.6,PF,64,61
251,Mohammed,Jackson,197.4,98.6,SF,45,40.9
252,Connor,Murphy,201.1,100.8,SF,46,47.4
253,Quincy,Mower,190.8,94.6,PG,46,42.2
254,Joshua,Charron,215.2,108.1,C,48,53.9
255,Terrance,Hetherington,196.5,97,SF,46,46.5
256,Cody,Finney,223,112.1,C,51,49
257,Jerry,Morton,209.2,106.6,PF,52,55.9
258,Tyler,Koslosky,210,105.6,C,47,46.1
260,Nathaniel,Palermo,190.8,95.1,PG,30,38
261,Trayvon,Scott,195.7,95.9,SF,41,41.8
264,Chase,Lambert,217.2,110.4,C,51,50.5
266,Kody,Ziemba,190.8,96.1,PG,34,37.8
269,Brandon,Person,209,105.5,PF,64,61
271,Benjamin,Tchenawou,190.8,97.2,PG,43,47.3
273,E'Phraim,Williams,219.7,111.2,C,48,55.2
275,Deangelo,Wright,206.8,102.8,PF,40,44.9
276,Alex,Melcher,216.2,107.6,PF,69,63.9
278,Noah,Boehler,216.8,108.4,PF,64,61
279,Liban,Lacour,219.1,109.8,PF,52,57.8
280,Kenneth,Fahoury,213.4,106.8,C,47,49.5
281,Camara,Gardner,206.9,101.7,PF,60,61.2
282,James,Sternberg,190.8,95,PG,45,41.7
284,Nickolas,Moran,220.2,110.5,C,57,55.9
285,Jessy,Coleman,208.9,104,SF,54,53.5
287,Adrian,Daniel,207.5,105,PF,67,60.4
292,Mark,Lauer,214.3,106.1,C,46,45.5
293,Anthony,Reid,213.6,105.9,PF,59,56.2
294,Damir,Long,206.9,101.8,PF,62,56.9
297,Lashaad,Jones,219.4,107.9,PF,61,64.2
298,Joshua,Waechter,209.8,106.1,PF,55,51.4
302,Zachary,Dubois,218.4,108.2,C,48,50.5
304,David,Aldor,199.9,101.5,SF,51,56
306,Mark,Luna Gonzalez,201.7,101.6,SF,48,48.5
307,Elijah,Jones,209.7,103.6,PF,60,52.6
308,Scott,Folot,190.8,94.1,PG,51,49
311,Stephaun,Sanders,209.3,104.7,PF,56,54.9
312,Sean,Briner,222.3,112.2,C,53,54.6
315,Mohamed,Miller,214.6,106.8,C,44,41.1
316,Evan,English,190.8,94.5,PG,50,47.2
317,Jeremy,Anderson,222.2,112.4,C,61,49.2
318,Kirk,Noureddine,204.5,101.4,SF,52,45.6
320,Brett,Wilson,200.6,100.8,SG,63,55.3
321,Brandon,Kentris,229.2,114,C,50,56.2
323,Sesugh,Ganaway,194.2,98.8,SG,48,44.9
327,Jordan,Lapioli,190.8,95.4,PG,53,46.5
328,Bryce,Stegner,208.6,103.8,PF,58,52.3
329,Damari,Salter,190.8,95.4,PG,46,41.1
333,D Marcco,Monroe,217.8,108.8,C,51,51
337,Shaqem,Preston,190.8,95.7,PG,43,43
338,Jesse,Mccormack,198.1,98.7,SF,40,39.6
343,Antonio,Harrison,205.3,104.7,PF,48,43.2
344,Jordan,Jones,221.9,110.7,C,62,66
345,Christopher,Yussufu,190.8,95.2,PG,36,38.7
346,Vincent,Stout,190.8,94.9,PG,40,44
349,Tevon,Walters,217.5,107.8,C,42,41.6
350,Oscar,Norris,190.8,95.4,PG,31,40.3
351,Tevin,Cook,190.6,96.1,SG,50,42.7
353,Elijah,Davis-Walker,200.8,100.2,SF,45,44.6
354,Mackenzie,Mitchell,199.7,98.8,SF,45,40.5
356,Blake,Womack,190.8,96,PG,49,43.8
357,Javelle,Hawkins,190.8,92.9,PG,37,35.9
358,John,Wilson,218.3,110,PF,61,58.7
361,Davaughn,Laneir,201.3,102.4,SF,51,48.6
363,Isaiah,Williams,198.7,100.4,SF,39,43.3
366,Kyle,Davis,208.3,103.1,PF,59,59
369,Isaac,Hunt,199.9,99.6,SF,37,38.9
370,Guy,Morgan,197.9,97.9,SF,46,39.3
371,Avery,Sanders,197,99.2,SG,50,48.5
372,Sean,Morris,211.2,105.2,PF,61,60.4
375,Dwone,Brandon,192.9,98.1,SG,47,56
377,Camren,Kiper,212.5,106.2,PF,56,51.9
381,Chibuikem,Fowler,215.9,107.4,PF,56,62.2
382,Ross,Mccarthy,199.1,101,SG,47,50.5
385,Shaquille,Campbell,190.8,96.4,PG,40,40
386,Jairus,Stonecipher,193.3,98.1,SG,38,35.2
389,Charles,Stewart,195.7,97.2,SF,39,41.5
390,Elliot,Ayers,195.1,96.4,SG,67,56.8
391,Joshua,Atsedu,200.5,101.8,SG,37,44
395,Andre,Rowe,212.1,106.7,PF,47,49.5
396,Grant,Merewether,207.2,103.9,PF,56,52.3
398,Travis,Elsey,190.8,94.6,PG,41,43.2
403,Trejon,Bankett,197,99.8,SG,48,46.6
404,Falcon,Smith,218.9,109.4,C,49,44.1
405,James,Cunningham,193,96.4,SG,50,47.2
406,Easton,Franklin,206.9,102.8,PF,50,50.5
409,Preston,Mcdowell,215.4,107.4,C,49,47.6
413,Kyle,Long,190.8,94.5,PG,36,39.6
414,Shawn,Daugherty,221.2,110.6,C,65,55.1
415,Antonio,James,215.4,108.3,C,50,50
416,Eric,Kalkman,214,106.1,PF,56,53.8
418,Jack,Renke,206.7,105,PF,39,43.3
419,Keynon,Stokes,212.7,108.2,PF,45,45
420,Jesse,Meakins,218.6,107.8,C,46,46
422,Joshua,Mcginnis,207.6,102.4,PF,68,60.2
423,Adrian,Thompson,196.1,97.6,SG,41,44.1
424,Jesse,Wright,225.8,112.1,C,46,50.5
425,Tamarian,Mensah,190.8,94.3,PG,40,35.7
426,Jonathan,Nelson,203.8,104.1,SF,37,42
427,Melike,Green,218.9,110.8,C,38,43.7
428,Kristopher,Elliott,200.4,100.1,SF,40,43
434,Scott,Kalra,212.4,105.3,PF,54,58.1
437,Troy,Hutchinson,189.9,94.5,SG,47,43.1
438,Riely,Petree,214.8,108.6,C,48,50.5
440,Chase,Lyons,203.2,102.6,SG,49,48
441,Brian,Mccoy,221,110.9,C,57,53.8
445,Brandon,Weaks,229.9,114.7,C,59,61.5
451,Prennis,Clark,213.8,105.4,PF,71,63.4
454,Zachary,Gotwald,195.3,97.4,SF,42,42.4
456,Chad,Bodlak,215.4,107.3,C,42,43.8
457,Jermal,Dowdell,213.8,108.5,PF,68,57.6
460,Kyle,Elliott,211.1,104.2,C,40,50
461,Sylvanus,Shoeboot-Oliver,198.7,99.2,SG,53,48.2
462,Peter,Juarros,219.9,110.4,C,52,51
467,Quireace,Yussufu,211,105.5,PF,50,56.2
469,Marcus,Harrison,206.9,103,PF,54,54
470,Justin,Stephens,223,111.4,C,49,52.1
471,Macklin,Wood,221.7,110,C,51,58.6
474,Adam,Waterman,206.6,104.8,PF,38,40.4
475,Juwan,Sentino,199.2,101,SF,40,43
478,James,Daly,222.2,111.4,C,50,53.8
481,Davon,Stubblefield,190.8,95.5,PG,38,41.8
483,Darrian,Johnson,200.4,99.6,SF,50,52.1
484,Casey,Hankel,222.4,111.3,C,63,55.8
485,Ojhagi,Allen,205,103.3,SF,43,45.3
487,Christopher,Burton,205.5,102.5,PF,48,50
490,Timothy,Gotta,211.7,106.2,PF,72,65.5
495,Robert,Francis,206.3,102.6,PF,55,55
497,Khalid,Antai,205.9,102.7,SG,48,52.7
498,Zachery,Frushour,207.4,104,SF,52,52.5
499,Terrance,Cooks,202.2,102,SF,45,50
501,Brandon,Wright,221.3,110.2,C,49,48
502,Zachary,Fiscus,202,101.7,SF,58,47.2
505,Jayson,Powell,201.7,99.8,SF,57,48.3
510,David,Shakin,196.6,98.2,SG,52,50
512,Kyle,Murphy,218.2,109.1,C,66,60
513,Ronald,Fletcher,202.8,101.8,SF,40,37.7
514,Cyrus,Villarreal,209.8,104.3,PF,62,56.9
515,Keliq,Tesfai,195.1,96.9,SG,45,46.9
518,Mack,Perez,190.8,94.3,PG,55,47.4
524,Colby,Nible,211.5,105.6,PF,51,54.3
525,Jalen,Winston,207.2,104.5,PF,47,52.2
526,Jacob,Willey,218.9,109.4,C,51,56
527,Trey,Hurst,220.1,110.3,C,57,53.8
529,Jonathan,Dorrell,220.2,109.6,C,61,55
530,Spencer,Crittendon,217,108.1,C,48,46.2
531,Donovan,Johnson,212.7,106.7,PF,61,58.1
532,Jordan,Crilley,222.7,112,C,62,59.6
535,Brandon,Eshetu,210.6,105.4,PF,62,54.9
537,Angelo,Westbrook,215.8,105.4,C,38,43.2
539,Kentuan,Leverette,223,112.2,C,54,56.2
540,Kalvyn,Risedorf,190.8,96.5,PG,43,41.7
542,Bryan,Gerkin,190.8,95.9,PG,42,42.4
544,Benjamin,Ball,196.3,97.4,SF,45,41.3
546,Jace,Lehman,196.9,98.9,SF,49,49.5
547,Brandon,Bell,208.9,105.1,PF,57,54.3
548,Christopher,Miner,190.8,93.9,PG,37,42
553,Marcellus,Pennington,192.4,95.2,SG,45,47.4
557,Raheem,Sims,190.8,97,PG,44,38.6
561,Elijah,Mathis,190.8,96.4,PG,45,37.8
563,Tyler,Allmon,202.2,100,SF,60,47.2
564,Brandon,Burch,212.4,106.6,PF,63,58.9
568,Nicholas,Martin,190.8,96,PG,35,36.1
570,Jeremy,Blanc,215.1,105.4,C,47,42.7
571,Patrick,Kassa,190.8,95.4,PG,40,38.5
572,Jordan,Stoltzfus,210.1,105.3,PF,65,59.1
574,Adam,Calhoon,190.7,93.9,SG,36,37.1
575,Russell,Jackson,202.6,100.8,SF,60,53.6
577,Romario,Hawley,213.5,104.6,C,44,42.3
583,Richard,Smith,216.8,108.7,C,71,55
585,Deonta,Polk,195.7,99.5,SG,57,51.8
588,Dmitry,Killingsworth,224.2,112.1,C,54,49.5
589,Frederick,Carter,194.7,97.1,SF,37,41.6
590,Jason,Shaw,199.9,100.3,SF,52,47.3
591,Vernon,Omar,208.1,102.8,PF,47,54
592,Garrick,Smith,196.5,97.7,SF,36,36.4
594,Ryan,Meschelle,190.8,95.6,PG,45,43.3
599,Xavier,Harrison,192.8,95.3,SF,49,49.5
601,Osyrus,Kelly,217.4,108.8,C,65,61.3
602,Noah,Paskvalich,218.6,109.2,C,50,49
606,Joshua,Ulibarri,208.3,104.9,PF,51,56.7
608,Devin,Ryan,196.1,98.7,SG,51,43.6
610,Dillon,Johnson,207.7,103,PF,57,59.4
613,Anthony,Baker,205.7,101.6,PF,57,54.3
616,Christopher,Guereque,201.8,102.4,SF,51,43.2
617,Shemal,Davis,196.1,98,SF,52,46.8
619,Tyler,Parker,225.9,113.6,C,65,70.7
620,Alec,Van Deren,195.5,97.5,SF,44,42.7
623,Sylavis,Jones,190.9,94.5,SG,38,39.2
624,Tyler,Rillings,221.7,109.9,C,58,52.3
625,Joshua,Davis,190.8,94.9,PG,36,41.4
627,Chaise,Lewis III,199.2,99.6,SF,43,44.3
632,Ivano,Ritchie,215.6,107,C,49,45.8
633,Ryan,Amaha,207,104.6,PF,47,48.5
635,Terry,Robbs,198.7,97.4,SF,49,44.5
636,Blue,Wilson,200.7,102.8,SG,56,44.4
639,Xzavier,Washington,201.6,101.6,SF,39,41.5
641,Trei,Lee,210.9,103.1,PF,42,48.3
645,Joseph,Outlar,191,95.3,SG,51,45.9
650,James,Hockaday,215.3,107,C,53,58.2
651,Jaylin,Mays,225.4,110.4,C,53,58.9
652,Dakota,Tucker,195.8,98.4,SF,37,37
654,Patrick,Gordon,190.8,96.1,PG,52,43
655,Dewon,Crossley,204.8,101.3,SF,51,49
657,Abdinasir,King,204.9,101.3,PF,61,54
658,Matthew,Belarde,216.5,106.6,PF,49,54.4
660,Matthew,Paulek,222.8,113.5,C,53,52
661,Zsakkar,Hill-Allen,211.2,106.5,PF,67,58.8
663,Bishop,Emanuel,216.9,109.3,C,54,51.9
667,Tarik,Butler,216.5,108.9,PF,47,58
668,Austin,Kelly,196.9,97.3,SG,44,45.8
669,Devin,Hill,196.9,100.9,SG,53,53.5
670,Cory,Hathaway,224.6,112.9,C,58,53.2
672,Ace,Kujath,194.5,97.5,SG,62,53.9
675,Curtis,Wallace,228.5,113.7,C,64,55.2
678,Jonathon,Thompson,212.4,106.6,PF,63,57.3
681,Devin,Brandon,201.4,100.3,SF,39,39.8
682,Dylan,Dilka,190.8,96.2,PG,29,39.7
683,Anthony,Shoeboot-Oliver,197.6,97.6,SG,61,53.5
688,Matias,Cook,198.2,100.3,SG,50,54.3
690,Jordan,Franklin,196,96.8,SF,36,36
691,Terrance,Herrera,190.8,96.5,PG,40,40
695,Brayden,Mendez-Johnson,190.8,95.8,PG,40,42.6
696,Bryan,Deeb,208.6,103.1,PF,44,47.8
697,Kendrick,Hester,219.5,108.7,C,53,51.5
698,Austen,Ely,214.2,106.2,PF,43,54.4
700,Samuel,Wright,190.8,95.4,PG,41,38.3
701,Joshua,Mccray,190.8,95.6,PG,44,44
705,Isaiah,Martin,211.5,105.3,C,41,45.1
706,Brendan,Hosler,190.8,95.9,PG,38,33.6
709,Yonael,Kiflom,190.6,93.4,SG,48,42.5
710,Chad,Smith,190.8,95.4,PG,49,47.1
712,Joshua,Mudick,196.9,97.8,SG,44,47.3
713,Shannon,Jewett,190.8,94.1,PG,38,43.2
714,Tristian,Stacks,201.7,100.3,SG,56,52.3
715,Aaron,Mebane,211.9,107.9,PF,57,57.6
717,Jasen,White,189.6,95.6,SG,39,41.5
718,Kaddis,Harmon,190.8,95.9,PG,36,40
719,Jowan,Arrington,190.8,96.2,PG,45,43.7
720,Parker,Truesdell,219.5,109.4,C,46,52.9
722,Jacob,Bridges,198.2,99.3,SF,51,45.9
723,Larue,Davis,190.8,95.6,PG,36,36.4
725,Nathaniel,Dean,215.7,107.5,C,71,57.3
732,Thomas,Kieta,190.8,95.9,PG,46,39.7
733,Marcus,Davis,210.7,103.4,PF,59,51.8
735,Isiah,Litchfield,224,111.9,C,49,57
736,Andrew,Perry,205.4,103,SF,53,54.6
737,Avonte,Haris,209,104.8,PF,50,58.1
738,Thomas,Beck,190.8,95.1,PG,42,41.6
739,Mark,Adams Starkey,227.6,113.9,C,49,46.2
742,Liam,Kendig,205.4,102.5,PF,47,50
745,Garry,Ware,187.7,94.3,SG,44,47.8
748,Michael,Harsen,202.3,101.6,SG,46,41.8
749,Zane,Major,212.5,108.6,SF,56,53.8
752,Kyle,Zimkas,219,108.8,C,70,51.1
753,Arvilla,Wantings,211.5,105.7,PF,54,54.5
754,Ryan,Klingensmith,193.7,96.3,SF,49,44.1
755,Adam,Taylor,190.8,95,PG,62,53.9
756,Jacob,Dodero,222,109.9,C,56,58.9
760,Lucas,Hentges,199.1,98.6,SG,52,48.6
762,Mark,Culbertson,223.6,112.5,C,61,62.2
768,Luke,Axelrod,196.4,98.4,SF,37,40.2
769,Kivon,Pritchard Jr,207.3,104.2,SF,49,50.5
770,Tyler,Lee,190.8,94.8,PG,42,41.2
771,Kareem,Jackson,193.5,95.6,SF,41,44.1
776,Chayce,Rucker,190.8,94.5,PG,40,41.2
778,Derrick,Taylor,190.8,94.2,PG,31,32.3
781,Ja Mil,Moore,202.5,100.9,SF,56,48.7
783,Christopher,Roth,224.9,112.5,C,38,52.8
784,Tyler,Pierce,194.9,97.9,SG,43,39.4
787,Christopher,Ross-Gaymon,193.1,97.2,SG,38,42.2
789,Kristopher,Garcia,211.7,107.4,PF,63,63
790,Garrett,Pugh,190.8,94.7,PG,41,42.3
791,Dominique,Williams,190.8,95.2,PG,37,34.6
793,Eric,Mvogo,202.1,101.2,SF,45,36
796,Dalton,Rather,194.7,98.4,SG,41,38.3
797,Savon,Banks,212.1,104.7,C,60,51.3
798,Brandon,Kistler,215.8,108.1,PF,61,57.5
804,Andrew,Stierman,206,101.6,PF,55,57.3
807,Ha'Dori,Johnson,197.7,100,SF,45,45.5
810,Korey,Smiley,190.8,94.4,PG,45,42.9
811,Dallas,Smith II,204.9,103.1,SF,50,50
813,Dwayne,Glosson,190.8,95.4,PG,40,43.5
814,Aaron,Taylor,204.2,101.2,PF,64,61
815,Dominic,Brown,211.2,105.7,PF,47,50.5
816,Logan,Elliott,193.7,98.6,SG,51,58
817,Antonio,Artis,210.6,104.2,PF,59,62.8
820,Collin,Wainner,224.9,110.7,C,56,65.9
821,Gavin,Shepard,225.2,113,C,57,55.3
822,Dustin,Martinez,192.6,97.9,SG,50,48.5
824,Trent,Duncan,190.8,96.4,PG,41,36.9
825,Franklin,Araya,223.1,112.7,C,49,51
828,Kyle,Kutter,197.8,97.9,SF,54,46.2
831,Aahmek,Mckinney,188.7,93.2,SG,48,45.3
832,Samuel,Dillon,190.8,95.2,PG,27,30
833,Joe,Scott,196.1,99.1,SG,42,43.3
835,Damiane,Sena,197.9,97,SG,54,47.4
837,De'Ron,Robinson,218.8,108.1,C,52,55.9
839,Eisley,Davison,214.7,106.8,PF,70,62.5
845,Jaylen,Pierre,205,99.7,SF,53,46.9
846,Zakkery,Martin,200.8,99.9,SG,46,50.5
848,Ryan,Martin,190.8,93.2,PG,47,45.2
849,Jamal,Gbarjolo,205.7,103.9,SF,49,49
850,Nicholas,Wood,212.4,106.7,PF,47,48
852,Joseph,Coberly,211,103.6,PF,71,62.8
854,Cassidy,Wake,203.2,102,SG,58,56.3
856,Oliver,Hendricks,212.7,109.3,PF,62,59
858,Reno,Hotaling,200.5,100.9,PF,41,48.8
859,Victor,Hopkins,196.8,100.2,SG,53,49.5
860,Drew,Sexton,195.1,99,SG,52,51
863,Anthony,Ellidridge,202.4,99.4,SF,58,50.4
866,Ryan,Fiedler,199.4,98.5,SG,52,46.8
868,Jared,Hueske,202.2,99.5,SF,50,45.5
869,Galen,Hudson,191.3,97.1,SG,50,48.5
875,Chrant,Martin-Padilla,194.3,97.8,SF,40,40.8
878,Daniel,Christopher,214.4,107.6,PF,48,48
879,Erin,Hazard,191.1,95.1,SG,53,46.1
881,David,Gibson,190.8,93.9,PG,52,45.6
883,D Andre,Hancock,229.8,114.6,C,65,69.1
885,Malik,Moore,203.2,101.1,SG,53,55.2
886,Carter,Roberts,209.4,104.1,PF,54,59.3
890,Scott,Crews,201.3,100.2,SF,45,42.5
891,Quincy,Blackwood,196.4,99.5,SG,44,48.9
892,Conner,Graef,205.1,102.3,PF,36,48
895,Lamar,Jackson,197.2,98.1,SF,32,35.2
898,Lane,Yaron,215.7,107.5,C,65,61.3
900,Evan,Karner,190.8,95.5,PG,50,46.3
902,Zachary,Haynes,219.5,110.8,C,39,44.8
907,Anthony,Richardson,223.5,111.7,C,47,51.6
911,Mathew,Perry,190.8,94.9,PG,50,48.5
913,Michael,Mosley,191.8,96.1,SG,34,37.4
915,Shaquille,Towers,215.3,107.5,C,54,52.4
920,Jason,Hampton,198.1,99.4,SF,43,46.7
921,Aaron,Wheeler,199.9,99.7,SG,47,45.6
922,Ian,Aceto,197.7,99.1,SG,34,48.6
923,Shaquille,Bryant,225.2,112.3,C,50,52.1
933,Justin,Cook,190.8,95.1,PG,46,44.7
934,Brandon,Zhivotov,206.8,102.5,PF,46,46
937,Keynon,Lawrence,204.1,103.3,PF,48,55.8
938,Trenton,Rastrelli,213.6,107.6,PF,67,66.3
939,Antoine,Ware,189.6,94.7,SG,45,42.9
940,Corey,Oakes,190.8,95.2,PG,55,51.9
941,Steven,Jackson,211.7,106.7,PF,55,56.7
942,Jarett,Diltz,190.8,93.6,PG,43,39.1
948,Kory,Carter,203.6,103.2,SF,44,44.9
954,Blaine,Armstrong,191.7,96.6,SG,38,40.9
955,Said,Leake,197.8,98.2,SG,46,46.9
956,Joshua,Redd,202.3,100.2,SG,53,53.5
957,Orlando,Lightner,211.7,106.9,PF,57,53.8
959,Kelechi,Cash,208.6,104.5,PF,47,53.4
960,Morgan,Abell,199.4,99.2,SF,49,52.1
966,Ryan,Dyer,206.5,104.1,PF,52,57.8
969,Keshaun,Haji,190.8,95.3,PG,47,44.3
971,Alejandre,Baylor,196.2,100.4,SG,32,38.1
975,Trey,Scott,193.3,97.2,SF,41,39.8
976,Quincy,Galligan,190.8,94.1,PG,44,43.1
978,Nathan,Freudenthal,200.5,99.4,SF,46,46
979,Donald,Shorts,195.1,98.6,SF,39,43.3
980,Chase,Goettelman,195.4,96.8,SF,37,40.7
982,Andrew,Underwood,219.5,109.9,C,47,51.1
983,Devante,Flores,213.7,106.6,C,42,52.5
984,Jordan,Boyle,204.5,104.6,SF,46,43.8
985,Harrison,Lowe,190.8,94.7,PG,36,35
987,Eddric,Hicks,205.2,103.2,PF,52,51
989,Quarmarius,Johnson,206.2,104.1,SF,41,47.7
